site,crit,browser,lt,fp,fcp,e
1427,arxiv,1,chrome,407,696.6,696.6,4.3698980075
1428,arxiv,1,chrome,390,681.3,681.3,1.8200608635
1429,arxiv,1,chrome,424,760.2,760.2,5.304339691
1430,arxiv,1,chrome,400,737.3,737.3,4.482867061
1431,arxiv,1,firefox,317,764.8,301,4.178620683
1432,arxiv,1,firefox,438,1157,336,5.195708265
1433,arxiv,1,firefox,465,419.3,380,17.807073362
1434,arxiv,1,firefox,353,895.5,334,5.9134214365
1435,arxiv,1,firefox,394,572.5,287,8.632942929
1436,arxiv,1,firefox,376,983.8,368,2.778220923
1437,arxiv,1,firefox,643,1359.7,419,2.219707804
1438,arxiv,1,firefox,403,879.5,299,10.6319140525
1439,arxiv,1,firefox,428,826.1,349,4.820510585
1440,arxiv,1,firefox,333,996.8,267,5.2177777565
1441,shopify,0,chrome,1196,834.7,834.7,11.5599250875
1442,shopify,0,chrome,1113,722.3,722.3,13.657780375
1443,shopify,0,chrome,1341,766.3,766.3,6.8836198395
1444,shopify,0,chrome,1222,767.5,767.5,9.7005429875
1445,shopify,0,chrome,1229,776.9,776.9,8.5807342105
1446,shopify,0,chrome,1062,737.1,737.1,13.665905317
1447,shopify,0,chrome,2535,1462.4,1462.4,9.1889868435
1448,shopify,0,chrome,1091,733.3,733.3,7.7995257955
1449,shopify,0,chrome,1121,718,718,11.885973252
1450,shopify,0,chrome,1164,733.3,733.3,11.912374928
1451,shopify,0,firefox,2344,698.3,1717,15.4626256435
1452,shopify,0,firefox,2215,631.2,1673,14.423283015
1453,shopify,0,firefox,4614,505.7,4007,15.4574000955
1454,shopify,0,firefox,2359,596,1822,13.443859479
1455,shopify,0,firefox,5666,940.6,5119,11.3322625835
1456,shopify,0,firefox,3680,1083.8,3018,14.676787045
1457,shopify,0,firefox,4966,1686.3,3798,19.8678705155
1458,shopify,0,firefox,5654,751.4,4988,10.8386935775
1459,shopify,0,firefox,5678,650.3,5181,18.354161416
1460,shopify,0,firefox,3519,694,3300,11.605910197
1461,aparat,1,chrome,1082,1107.2,1107.2,8.118562343
1462,aparat,1,chrome,854,1111.6,1111.6,10.1818598445
1463,aparat,1,chrome,868,1134.8,1134.8,10.765872807
1464,aparat,1,chrome,1296,1356.8,1356.8,9.4772655605
1465,aparat,1,chrome,837,1097.8,1097.8,8.813270833
1466,aparat,1,chrome,930,1191.8,1191.8,18.008241985
1467,aparat,1,chrome,847,1100.7,1100.7,10.1262296945
1468,aparat,1,chrome,1689,2190,2190,16.613221866
1469,aparat,1,chrome,904,1144.3,1144.3,13.1934770245
1470,aparat,1,chrome,844,1108.1,1108.1,11.848773455
1471,aparat,1,firefox,1589,670.1,810,11.0545437685
1472,aparat,1,firefox,1044,1050.8,742,14.543429865
1473,aparat,1,firefox,1109,933.1,994,18.3580238725
1474,aparat,1,firefox,1024,1187.1,740,13.5948231585
1475,aparat,1,firefox,1056,1111.6,745,16.0541015295
1476,aparat,1,firefox,953,771.6,881,19.349191021
1477,aparat,1,firefox,1090,1083.2,833,15.8001162185
1478,aparat,1,firefox,904,1730.3,901,16.152911683
1479,aparat,1,firefox,1000,957.6,713,16.1094546195
1480,aparat,1,firefox,965,330.2,843,12.9382249745
1481,ftc,1,chrome,1401,1078.6,1078.6,10.5473170805
1482,ftc,1,chrome,1391,1085.1,1085.1,6.597047891
1483,ftc,1,chrome,1404,1099.9,1099.9,10.5869322095
1484,ftc,1,chrome,1351,1095.2,1095.2,7.457734231
1485,ftc,1,chrome,1468,1056.6,1056.6,8.448854847
1486,ftc,1,chrome,1306,1041.9,1041.9,6.5737011065
1487,ftc,1,chrome,2750,1915.8,1915.8,9.381360472
1488,ftc,1,chrome,1373,1083.2,1083.2,6.191791598
1489,ftc,1,chrome,1266,1020,1020,10.5486830595
1490,ftc,1,chrome,1265,1035.4,1035.4,9.838995328
1491,ftc,1,firefox,1690,1187.5,980,22.3055938805
1492,ftc,1,firefox,1644,581.6,917,11.571783264
1493,ftc,1,firefox,1603,1181.3,906,9.9437744385
1494,ftc,1,firefox,1614,576.8,916,12.880132912
1495,ftc,1,firefox,1618,956.6,917,10.9426201505
1496,ftc,1,firefox,1803,3997.4,1050,16.187349293
1497,ftc,1,firefox,1671,1454.7,959,16.2668167835
1498,ftc,1,firefox,1697,794.8,969,21.6881469825
1499,ftc,1,firefox,1629,1275.5,917,12.894674638
1500,ftc,1,firefox,1691,1804.3,986,12.3500040975
1501,ilovepdf,0,chrome,953,1187.4,1187.4,12.2562256755
1502,ilovepdf,0,chrome,927,1157,1157,5.7482232675
1503,ilovepdf,0,chrome,966,1193.7,1193.7,6.048676448
1504,ilovepdf,0,chrome,1119,1354.4,1354.4,6.5261990415
1505,ilovepdf,0,chrome,818,1052.8,1052.8,5.6814831625
1506,ilovepdf,0,chrome,943,1179.4,1179.4,6.4682669335
1507,ilovepdf,0,chrome,1326,1764.8,1764.8,4.0938302505
1508,ilovepdf,0,chrome,1489,1874.6,1874.6,3.810117618
1509,ilovepdf,0,chrome,894,1126.3,1126.3,8.643910907
1510,ilovepdf,0,chrome,940,1172.2,1172.2,6.73820790749999
1511,ilovepdf,0,firefox,704,1005.6,500,13.0724735185
1512,ilovepdf,0,firefox,720,1050.8,530,8.300196456
1513,ilovepdf,0,firefox,721,360.8,491,13.242751228
1514,ilovepdf,0,firefox,748,1291.1,646,11.0469872455
1515,ilovepdf,0,firefox,1661,415.3,1407,8.3880088105
1516,ilovepdf,0,firefox,1595,1711.8,1362,6.307626265
1517,ilovepdf,0,firefox,755,2053.8,526,6.9725275385
1518,ilovepdf,0,firefox,1568,1374.5,1350,8.596284327
1519,ilovepdf,0,firefox,1800,1232.2,1790,6.440448048
1520,ilovepdf,0,firefox,1740,315,1512,12.772837427
1521,python,1,chrome,957,1121.8,1121.8,6.243625152
1522,python,1,chrome,878,1059.2,1059.2,7.621894831
1523,python,1,chrome,898,1028.2,1028.2,4.9195563825
1524,python,1,chrome,885,1033.9,1033.9,3.227756138
1525,python,1,chrome,851,1017.7,1017.7,4.600997575
1526,python,1,chrome,2005,2083.6,2083.6,4.378515237
1527,python,1,chrome,894,995.8,995.8,4.790852243
1528,python,1,chrome,894,955,955,10.371215739
1529,python,1,chrome,871,981.9,981.9,5.6833810785
1530,python,1,chrome,861,991.5,991.5,7.7355597895
1531,python,1,firefox,631,834.7,317,12.553642773
1532,python,1,firefox,646,1163,237,8.4986076495
1533,python,1,firefox,680,564.3,306,12.002666038
1534,python,1,firefox,670,1179.4,379,12.707237251
1535,python,1,firefox,645,621,279,6.397943108
1536,python,1,firefox,604,1242.2,303,14.4109329725
1537,python,1,firefox,712,0,347,10.902183061
1538,python,1,firefox,635,674.7,224,10.1108083095
1539,python,1,firefox,646,718,326,10.1465248175
1540,python,1,firefox,617,733.3,307,6.6296862105
1541,jhu,0,chrome,1650,1376.1,1376.1,8.310822374
1542,jhu,0,chrome,1615,1333.9,1333.9,12.9926895675
1543,jhu,0,chrome,1477,1291.1,1291.1,12.6130277125
1544,jhu,0,chrome,1564,1319.6,1319.6,10.264207185
1545,jhu,0,chrome,1657,1414.6,1414.6,9.045262866
1546,jhu,0,chrome,1542,1302.8,1302.8,4.7610095985
1547,jhu,0,chrome,2420,1686.3,1686.3,5.909444255
1548,jhu,0,chrome,1658,1367.7,1367.7,9.782863037
1549,jhu,0,chrome,1474,1248,1248,14.401260407
1550,jhu,0,chrome,1668,1384.7,1384.7,7.85101289
1551,jhu,0,firefox,1885,1563.4,1881,16.105717951
1552,jhu,0,firefox,2344,735.3,1986,32.899044798
1553,jhu,0,firefox,1843,1076.7,1751,17.4745756595
1554,jhu,0,firefox,2539,1836.8,2208,22.9227170585
1555,jhu,0,firefox,2380,955,1986,16.4243795485
1556,jhu,0,firefox,2457,2497.4,2126,22.1136289205
1557,jhu,0,firefox,1910,3997.4,1901,21.378784632
1558,jhu,0,firefox,2002,3448.2,1993,10.8993683765
1559,jhu,0,firefox,3638,2190,3325,10.907867363
1560,jhu,0,firefox,2569,0,2282,13.0374051355
1561,moz,0,chrome,1930,1849.8,1849.8,12.3686854925
1562,moz,0,chrome,1840,1758.7,1758.7,11.065119274
1563,moz,0,chrome,1776,1722,1722,13.350480694
1564,moz,0,chrome,1760,1711.8,1711.8,17.2763224805
1565,moz,0,chrome,1770,1736.2,1736.2,14.556595773
1566,moz,0,chrome,1826,1783.9,1783.9,19.060610801
1567,moz,0,chrome,1908,1782.8,1782.8,13.6608900555
1568,moz,0,chrome,1757,1697,1697,11.325503966
1569,moz,0,chrome,1822,1732,1732,13.7799992895
1570,moz,0,chrome,1864,1752.6,1752.6,14.407501805
1571,moz,0,firefox,3904,1840.3,3470,22.7325740405
1572,moz,0,firefox,3866,1665.6,3086,16.0451333945
1573,moz,0,firefox,3905,1665.6,3156,11.807445286
1574,moz,0,firefox,3812,1233.5,3444,39.4628631715
1575,moz,0,firefox,3624,1049,3374,17.13346423
1576,moz,0,firefox,3940,1444,3173,14.114088827
1577,moz,0,firefox,3862,1083.8,3508,12.151909448
1578,moz,0,firefox,2858,1500.2,2741,11.6290546525
1579,moz,0,firefox,3887,981.9,3206,16.115044481
1580,moz,0,firefox,4486,681.3,3245,11.6256235785
1581,lijit,1,chrome,552,803.9,803.9,2.9877004225
1582,lijit,1,chrome,538,794.3,794.3,5.150893716
1583,lijit,1,chrome,539,806.2,806.2,3.355098422
1584,lijit,1,chrome,595,931,931,8.7907030885
1585,lijit,1,chrome,561,817.5,817.5,8.6510625285
1586,lijit,1,chrome,746,1364.3,1364.3,2.6762420085
1587,lijit,1,chrome,531,805.3,805.3,7.260535387
1588,lijit,1,chrome,487,726.1,726.1,5.6281220145
1589,lijit,1,chrome,477,746.2,746.2,7.342501554
1590,lijit,1,chrome,507,756.6,756.6,3.091682943
1591,lijit,1,firefox,362,2268.6,351,11.6012855655
1592,lijit,1,firefox,317,1187.5,308,11.744344874
1593,lijit,1,firefox,386,931.5,346,7.900563309
1594,lijit,1,firefox,302,702.8,297,7.643491198
1595,lijit,1,firefox,335,1358.2,323,8.6022305075
1596,lijit,1,firefox,366,4837.7,363,9.3801763165
1597,lijit,1,firefox,356,659.2,284,13.037301936
1598,lijit,1,firefox,317,1454.3,312,9.15228893
1599,lijit,1,firefox,322,1139.5,319,8.439484097
1600,lijit,1,firefox,284,1092.5,278,6.3114174245
1601,docusign,0,chrome,1892,2711.9,2711.9,8.944023588
1602,docusign,0,chrome,1476,2133.8,2133.8,13.7392181165
1603,docusign,0,chrome,1408,2193.5,2193.5,10.963018912
1604,docusign,0,chrome,1790,2547.4,2547.4,10.6798687865
1605,docusign,0,chrome,2218,3324.4,3324.4,7.552384888
1606,docusign,0,chrome,1787,2508,2508,17.039467318
1607,docusign,0,chrome,2236,1896.2,1896.2,5.6594407635
1608,docusign,0,chrome,1731,2451.6,2451.6,10.1704365045
1609,docusign,0,chrome,1856,2586,2586,10.6675358075
1610,docusign,0,chrome,1622,2353.4,2353.4,9.8463468055
1611,docusign,0,firefox,1320,500.3,1213,14.3746425125
1612,docusign,0,firefox,2294,1078.6,1775,14.1883555075
1613,docusign,0,firefox,2384,766.3,2295,8.688837353
1614,docusign,0,firefox,1357,576.8,985,25.854164988
1615,docusign,0,firefox,1225,576.8,1123,16.202140515
1616,docusign,0,firefox,2395,550.1,1961,20.3815131355
1617,docusign,0,firefox,1492,949.7,1376,19.246898867
1618,docusign,0,firefox,1333,1263,1229,17.3947663625
1619,docusign,0,firefox,1383,770,955,17.0828622345
1620,docusign,0,firefox,1392,959.4,1297,23.007319108
1621,allaboutcookies,0,chrome,471,500.3,500.3,5.9685425295
1622,allaboutcookies,0,chrome,412,414.5,414.5,4.474492467
1623,allaboutcookies,0,chrome,429,431.4,431.4,7.953935435
1624,allaboutcookies,0,chrome,411,415.3,415.3,6.279296343
1625,allaboutcookies,0,chrome,397,395.5,395.5,4.149618835
1626,allaboutcookies,0,chrome,435,418.8,418.8,5.567631175
1627,allaboutcookies,0,chrome,422,425.3,425.3,5.604430744
1628,allaboutcookies,0,chrome,433,441.2,441.2,2.343708963
1629,allaboutcookies,0,chrome,414,392.3,392.3,8.4192069265
1630,allaboutcookies,0,chrome,395,403.5,403.5,7.47162083
1631,allaboutcookies,0,firefox,381,1005.6,183,7.3144839895
1632,allaboutcookies,0,firefox,326,1085.1,172,6.2907139915
1633,allaboutcookies,0,firefox,321,900.3,153,12.117952694
1634,allaboutcookies,0,firefox,327,705.7,200,5.31681381
1635,allaboutcookies,0,firefox,364,1242.2,159,3.67032155
1636,allaboutcookies,0,firefox,284,0,150,6.2444565415
1637,allaboutcookies,0,firefox,322,1076.5,151,9.2071940165
1638,allaboutcookies,0,firefox,264,2586,156,7.0761616605
1639,allaboutcookies,0,firefox,306,2607.1,179,9.6443920945
1640,allaboutcookies,0,firefox,303,840.5,218,11.260235333
1641,cam,1,chrome,1656,927.1,927.1,6.1092512785
1642,cam,1,chrome,1793,1113.1,1113.1,6.712280608
1643,cam,1,chrome,1605,1179.3,1179.3,6.058862384
1644,cam,1,chrome,1667,1172.7,1172.7,7.928734933
1645,cam,1,chrome,1677,921.1,921.1,10.0570869385
1646,cam,1,chrome,1722,1032.9,1032.9,8.7594563495
1647,cam,1,chrome,1751,1063.6,1063.6,8.8784847615
1648,cam,1,chrome,1713,971.5,971.5,10.0079537135
1649,cam,1,chrome,1694,946.9,946.9,8.390192147
1650,cam,1,chrome,1543,1083.3,1083.3,10.6428778565
1651,cam,1,firefox,1863,1213.2,770,9.8461317665
1652,cam,1,firefox,1945,927.1,782,15.302852316
1653,cam,1,firefox,1966,1637.7,777,16.411100428
1654,cam,1,firefox,2012,730.6,757,13.7927831265
1655,cam,1,firefox,1900,1402.2,846,18.027559468
1656,cam,1,firefox,1883,759.1,782,20.68832841
1657,cam,1,firefox,1921,1313.8,917,26.0128667865
1658,cam,1,firefox,1933,971.5,797,10.1587440585
1659,cam,1,firefox,1939,1545.5,801,12.558861521
1660,cam,1,firefox,1910,1387.2,801,20.79366894
1671,unicef,1,chrome,1475,1123.3,1123.3,15.4513177075
1672,unicef,1,chrome,1409,1213.2,1213.2,8.01382955
1673,unicef,1,chrome,1419,1186.4,1186.4,6.83176404
1674,unicef,1,chrome,1426,1238.6,1238.6,13.085976833
1675,unicef,1,chrome,1413,1218.7,1218.7,10.428772213
1676,unicef,1,chrome,1432,1210,1210,6.9759485055
1677,unicef,1,chrome,1387,1206.8,1206.8,12.4615442485
1678,unicef,1,chrome,1374,1145.7,1145.7,10.305200544
1679,unicef,1,chrome,1386,1188.8,1188.8,15.1860744895
1680,unicef,1,chrome,1318,1121.3,1121.3,10.563816881
1681,unicef,1,firefox,2448,1376.1,928,18.3628372345
1682,unicef,1,firefox,3066,927.1,983,15.1370438615
1683,unicef,1,firefox,2403,1416.2,995,23.524858363
1684,unicef,1,firefox,2339,1416.2,976,20.254134233
1685,unicef,1,firefox,2763,1711.7,986,15.2657921335
1686,unicef,1,firefox,2671,1557.2,960,21.8298111125
1687,unicef,1,firefox,2431,1081.5,1047,16.6308021205
1688,unicef,1,firefox,2415,1402.2,984,15.881190652
1689,unicef,1,firefox,3176,1238.4,952,21.1329325165
1690,unicef,1,firefox,3211,1400,1052,15.7175590305
1691,cam,0,chrome,1734,1344.9,1344.9,3.7805808675
1692,cam,0,chrome,1622,1162.5,1162.5,6.814148447
1693,cam,0,chrome,1746,1403.1,1403.1,11.032718036
1694,cam,0,chrome,1665,1163.4,1163.4,4.240419393
1695,cam,0,chrome,1932,1425,1425,8.13669507
1696,cam,0,chrome,1651,1175.8,1175.8,7.3481808405
1697,cam,0,chrome,1821,1294.1,1294.1,5.710977235
1698,cam,0,chrome,1974,1313.8,1313.8,7.6868825545
1699,cam,0,chrome,1706,1174.2,1174.2,11.270428833
1700,cam,0,chrome,1801,1400,1400,6.254528759
1701,cam,0,firefox,1961,1213.2,752,23.2894390135
1702,cam,0,firefox,2987,1135.5,753,22.7071664575
1703,cam,0,firefox,1911,1135.5,800,21.571352308
1704,cam,0,firefox,1848,1596.8,782,14.334407994
1705,cam,0,firefox,2045,1375.5,811,13.3300319215
1706,cam,0,firefox,2019,738.2,848,15.3535989845
1707,cam,0,firefox,3034,352.5,756,14.2809592865
1708,cam,0,firefox,1992,364.2,812,15.7695760085
1709,cam,0,firefox,1888,375.4,780,14.670497849
1710,cam,0,firefox,1948,1143.3,847,24.744345125
1711,eff,1,chrome,1230,1415.2,1415.2,5.630095897
1712,eff,1,chrome,1235,1393.1,1393.1,4.295262023
1713,eff,1,chrome,1247,1411.8,1411.8,6.3160679785
1714,eff,1,chrome,1190,1422.5,1422.5,4.3292906385
1715,eff,1,chrome,1219,1395.7,1395.7,3.478622327
1716,eff,1,chrome,1215,1395.6,1395.6,9.7420106495
1717,eff,1,chrome,1176,1411.4,1411.4,3.6693373445
1718,eff,1,chrome,1230,1402.8,1402.8,5.509655314
1719,eff,1,chrome,1223,1392.8,1392.8,4.769429207
1720,eff,1,chrome,1214,1448.6,1448.6,4.0821431325
1721,eff,1,firefox,865,1375.5,652,10.613719587
1722,eff,1,firefox,900,1567.6,659,9.78710237
1723,eff,1,firefox,857,1113.1,641,14.0246306355
1724,eff,1,firefox,858,1113.1,636,8.0886777255
1725,eff,1,firefox,825,1113.1,615,6.24135498
1726,eff,1,firefox,876,1179.3,630,9.129996711
1727,eff,1,firefox,897,364.2,653,6.161206798
1728,eff,1,firefox,828,1022.2,638,8.15661149
1729,eff,1,firefox,838,1411.4,621,14.0039906305
1730,eff,1,firefox,838,971.5,612,14.483790162
1731,etsy,0,chrome,1827,1376.1,1376.1,6.1190504975
1732,etsy,0,chrome,1729,1375.5,1375.5,5.1044068945
1733,etsy,0,chrome,1516,1211,1211,4.5513721165
1734,etsy,0,chrome,1782,1402.2,1402.2,9.805015362
1735,etsy,0,chrome,1668,1237.1,1237.1,6.410118755
1736,etsy,0,chrome,1661,1424.5,1424.5,7.4632452685
1737,etsy,0,chrome,1679,1238.4,1238.4,8.9925140435
1738,etsy,0,chrome,1650,1359.6,1359.6,5.35456057
1739,etsy,0,chrome,1692,1245,1245,5.670421533
1740,etsy,0,chrome,1632,1387.2,1387.2,5.610091721
1741,etsy,0,firefox,3724,927.1,1580,9.14198893
1742,etsy,0,firefox,2593,1646.6,563,10.497644865
1743,etsy,0,firefox,2134,1895,1556,9.739427349
1744,etsy,0,firefox,1587,875.5,1151,11.448320044
1745,etsy,0,firefox,2350,1402.2,1575,9.294267305
1746,etsy,0,firefox,2417,1424.5,1955,15.905425149
1747,etsy,0,firefox,2217,1143.3,1599,10.3117797955
1748,etsy,0,firefox,1402,1545.5,672,14.8692170465
1749,etsy,0,firefox,2245,1245,1560,9.756214378
1750,etsy,0,firefox,1392,1609.4,589,11.003388261
1761,etsy,1,chrome,1296,1001.9,1001.9,5.9042700875
1762,etsy,1,chrome,1330,989.2,989.2,5.42883774
1763,etsy,1,chrome,1124,799.5,799.5,7.8930402895
1764,etsy,1,chrome,1340,1012,1012,6.228855574
1765,etsy,1,chrome,1231,826.4,826.4,4.5467313415
1766,etsy,1,chrome,1367,1022.2,1022.2,6.9029883325
1767,etsy,1,chrome,1393,1019.2,1019.2,5.409573351
1768,etsy,1,chrome,1406,1043.5,1043.5,6.6635146575
1769,etsy,1,chrome,1372,1006.2,1006.2,4.62284043
1770,etsy,1,chrome,1505,1142.2,1142.2,4.5753173535
1771,etsy,1,firefox,1730,1646.6,400,9.6682156525
1772,etsy,1,firefox,1202,1567.6,381,21.610005172
1773,etsy,1,firefox,2292,394,372,12.546865594
1774,etsy,1,firefox,2498,1238.4,370,16.759756167
1775,etsy,1,firefox,1606,352.5,405,11.9354577195
1776,etsy,1,firefox,1203,364.2,485,20.458265161
1777,etsy,1,firefox,1085,1359.6,419,19.7508763975
1778,etsy,1,firefox,1522,1395.6,334,15.5957122365
1779,etsy,1,firefox,2008,795.9,432,18.878705535
1780,etsy,1,firefox,2178,1392.8,378,12.6676481975
1781,eff,0,chrome,1414,1596.8,1596.8,2.9055082585
1782,eff,0,chrome,1370,1598.9,1598.9,6.318481836
1783,eff,0,chrome,1412,1580.9,1580.9,3.7067048955
1784,eff,0,chrome,1379,1562.5,1562.5,7.6833969705
1785,eff,0,chrome,1395,1585.9,1585.9,6.5028752315
1786,eff,0,chrome,1415,1577.6,1577.6,4.1416501895
1787,eff,0,chrome,1363,1592.4,1592.4,6.299277246
1788,eff,0,chrome,1388,1551.9,1551.9,3.8852857625
1789,eff,0,chrome,1411,1614.4,1614.4,9.8292563625
1790,eff,0,chrome,1399,1568.5,1568.5,3.2952216965
1791,eff,0,firefox,1001,749.5,768,8.95243014
1792,eff,0,firefox,1036,1425,824,11.8327584135
1793,eff,0,firefox,1029,1022.2,815,6.4879762975
1794,eff,0,firefox,1002,1143.3,791,7.1212646915
1795,eff,0,firefox,1044,1143.3,822,6.8625032235
1796,eff,0,firefox,1078,1188.8,835,11.5560841375
1797,eff,0,firefox,1017,1588.9,805,6.175180301
1798,eff,0,firefox,999,1121.3,774,7.3135596255
1799,eff,0,firefox,1017,1121.3,803,5.458396367
1800,eff,0,firefox,1047,1448.6,814,10.068523287
1801,applenews,1,chrome,1501,742.9,1109.9,10.3893663185
1802,applenews,1,chrome,1608,730.6,1119.1,6.0407922415
1803,applenews,1,chrome,1475,703.3,1100.7,14.810582454
1804,applenews,1,chrome,1537,749.5,1141,6.300716625
1805,applenews,1,chrome,1534,758,1143.5,13.82043747
1806,applenews,1,chrome,1668,762.3,1155.2,7.70682189
1807,applenews,1,chrome,1517,738.2,1126.3,9.2845969625
1808,applenews,1,chrome,1623,759.1,1087,10.336153279
1809,applenews,1,chrome,1518,703.2,1130.7,10.8406229095
1810,applenews,1,chrome,1552,770.6,1124.8,15.721430334
1811,applenews,1,firefox,1465,730.6,1320,21.573952604
1812,applenews,1,firefox,1334,811,1254,19.3858172
1813,applenews,1,firefox,1307,1113.1,1219,17.1561430735
1814,applenews,1,firefox,1355,1066.6,1250,28.3587275635
1815,applenews,1,firefox,1378,1022.2,1291,23.811291045
1816,applenews,1,firefox,1290,1313.8,1194,23.959737146
1817,applenews,1,firefox,1361,458.6,1235,18.77819315
1818,applenews,1,firefox,1424,831.9,1304,19.5169951585
1819,applenews,1,firefox,1308,1545.5,1195,15.7511077815
1820,applenews,1,firefox,1243,1121.3,1151,21.1788586755
1860,unicef,0,chrome,1711,1605.4,1605.4,7.364702832
1861,unicef,0,chrome,1785,1637.7,1637.7,8.9909572505
1862,unicef,0,chrome,1860,1711.7,1711.7,10.832043949
1863,unicef,0,chrome,1743,1567.6,1567.6,8.8155616925
1864,unicef,0,chrome,1732,1556.5,1556.5,10.988566933
1865,unicef,0,chrome,1753,1557.2,1557.2,9.0402555095
1866,unicef,0,chrome,1759,1565.5,1565.5,10.9174836485
1867,unicef,0,chrome,1772,1588.9,1588.9,10.1836748095
1868,unicef,0,chrome,1731,1545.5,1545.5,11.3907873775
1869,unicef,0,chrome,1819,1609.4,1609.4,12.1525431035
1870,unicef,0,firefox,2684,730.6,2257,20.895601805
1871,unicef,0,firefox,2770,875.5,2372,18.089860449
1872,unicef,0,firefox,3764,826.4,3757,18.4208764865
1873,unicef,0,firefox,2822,1565.5,2374,23.245467594
1874,unicef,0,firefox,2739,1359.6,1821,14.6888707945
1875,unicef,0,firefox,2757,1143.3,2336,18.899957371
1876,unicef,0,firefox,2740,1545.5,2350,15.2671692675
1877,unicef,0,firefox,2679,1568.5,2676,18.2580871525
1878,unicef,0,firefox,3856,1121.3,3391,16.2046821765
1879,unicef,0,firefox,2744,1121.3,2302,18.9827368305
1900,applenews,0,chrome,1797,1529.9,1612.9,8.585760064
1901,applenews,0,chrome,1896,1646.6,1727.3,5.2458638685
1902,applenews,0,chrome,1978,1895,1895,10.6439386555
1903,applenews,0,chrome,1837,1416.2,1506.8,13.261503382
1904,applenews,0,chrome,1929,1835.8,1835.8,13.385370363
1905,applenews,0,chrome,1884,1778.3,1778.3,6.263671967
1906,applenews,0,chrome,1726,1463.9,1562.9,11.198338907
1907,applenews,0,chrome,1741,1479.3,1554.3,11.710115637
1908,applenews,0,chrome,1937,1805.2,1805.2,9.856223114
1909,applenews,0,chrome,1988,1884.5,1884.5,12.2009247155
1910,applenews,0,firefox,1608,875.5,1525,18.5321958195
1911,applenews,0,firefox,1590,365.8,1234,30.508364033
1912,applenews,0,firefox,1700,871.3,1522,19.5663273175
1913,applenews,0,firefox,1548,1175.8,1466,16.8443186005
1914,applenews,0,firefox,1601,364.2,1493,11.2427295865
1915,applenews,0,firefox,1675,364.2,1341,22.5452365105
1916,applenews,0,firefox,1609,364.2,1529,18.083190063
1917,applenews,0,firefox,1632,1313.8,1553,18.010227018
1918,applenews,0,firefox,1804,1174.2,1668,13.0573673505
1919,applenews,0,firefox,1676,831.9,1596,16.083993362
